lon,lat,so2,no2,voc,co,pm25,pm10,nh3
104.933435687,29.1193896958,0.0,0.0,0.0,0.0,0.0,0.0,6.992276442
104.964598316,29.119147574,0.0,0.0,0.0,0.0,0.0,0.0,5.31551586446
104.995760764,29.1188966486,0.0,0.0,0.0,0.0,0.0,0.0,5.1598734736
105.026923025,29.1186369197,0.0,0.0,0.0,0.0,0.0,0.0,6.30283301262
105.058085092,29.1183683874,0.0,0.0,0.0,0.0,0.0,0.0,6.62713438586
105.089246959,29.1180910518,0.0,0.0,0.0,0.0,0.0,0.0,6.90561569472
105.12040862,29.1178049131,0.0,0.0,0.0,0.0,0.0,0.0,5.85282678112
105.151570068,29.1175099712,0.0,0.0,0.0,0.0,0.0,0.0,4.10033802679
105.182731297,29.1172062263,0.0,0.0,0.0,0.0,0.0,0.0,5.10859395647
105.2138923,29.1168936785,0.0,0.0,0.0,0.0,0.0,0.0,4.04495066432
105.245053071,29.116572328,0.0,0.0,0.0,0.0,0.0,0.0,2.8060568841
105.276213603,29.1162421748,0.0,0.0,0.0,0.0,0.0,0.0,7.21576359249
105.30737389,29.1159032191,0.0,0.0,0.0,0.0,0.0,0.0,7.7563833646
105.338533925,29.115555461,0.0,0.0,0.0,0.0,0.0,0.0,5.99516832733
105.369693702,29.1151989006,0.0,0.0,0.0,0.0,0.0,0.0,5.51333550998
105.400853215,29.1148335381,0.0,0.0,0.0,0.0,0.0,0.0,7.7563833646
105.432012457,29.1144593735,0.0,0.0,0.0,0.0,0.0,0.0,7.7563833646
105.463171421,29.114076407,0.0,0.0,0.0,0.0,0.0,0.0,7.7563833646
105.494330102,29.1136846388,0.0,0.0,0.0,0.0,0.0,0.0,7.44896825281
105.525488492,29.113284069,0.0,0.0,0.0,0.0,0.0,0.0,6.78971079969
105.556646586,29.1128746977,0.0,0.0,0.0,0.0,0.0,0.0,6.02078027044
105.587804377,29.1124565251,0.0,0.0,0.0,0.0,0.0,0.0,6.78971079969
102.595714266,29.1398186637,0.0,0.0,0.0,0.0,0.0,0.0,0.485934999912
102.62688208,29.1402369929,0.0,0.0,0.0,0.0,0.0,0.0,0.449818209378
102.658050198,29.1406465176,0.0,0.0,0.0,0.0,0.0,0.0,0.467876604645
102.689218612,29.1410472375,0.0,0.0,0.0,0.0,0.0,0.0,0.467876604645
102.720387318,29.1414391525,0.0,0.0,0.0,0.0,0.0,0.0,0.467876604645
102.751556307,29.1418222625,0.0,0.0,0.0,0.0,0.0,0.0,0.599069434731
102.782725574,29.1421965673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.813895112,29.1425620668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.845064915,29.1429187608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.876234976,29.1432666492,0.0,0.0,0.0,0.0,0.0,0.0,0.641847696028
102.907405289,29.1436057319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.938575847,29.1439360088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.969746644,29.1442574797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.000917674,29.1445701446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.03208893,29.1448740033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.063260405,29.1451690557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.094432093,29.1454553017,0.0,0.0,0.0,0.0,0.0,0.0,0.081672496738
103.125603988,29.1457327412,0.0,0.0,0.0,0.0,0.0,0.0,0.941344831205
103.156776083,29.1460013741,0.0,0.0,0.0,0.0,0.0,0.0,0.253217796551
103.187948372,29.1462612003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.219120848,29.1465122197,0.0,0.0,0.0,0.0,0.0,0.0,0.06570011811
103.250293505,29.1467544323,0.0,0.0,0.0,0.0,0.0,0.0,0.244244874927
103.281466337,29.1469878379,0.0,0.0,0.0,0.0,0.0,0.0,1.37041689441
103.312639336,29.1472124364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.343812497,29.1474282278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.374985812,29.1476352119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.406159277,29.1478333888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.437332883,29.1480227583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.468506625,29.1482033204,0.0,0.0,0.0,0.0,0.0,0.0,0.68402732521
103.499680496,29.148375075,0.0,0.0,0.0,0.0,0.0,0.0,0.598438722266
103.53085449,29.1485380221,0.0,0.0,0.0,0.0,0.0,0.0,0.717192321054
103.5620286,29.1486921615,0.0,0.0,0.0,0.0,0.0,0.0,0.347485198863
103.59320282,29.1488374933,0.0,0.0,0.0,0.0,0.0,0.0,0.366184310778
103.624377143,29.1489740173,0.0,0.0,0.0,0.0,0.0,0.0,1.60724834711
103.655551563,29.1491017336,0.0,0.0,0.0,0.0,0.0,0.0,0.966877909437
103.686726074,29.149220642,0.0,0.0,0.0,0.0,0.0,0.0,1.37285479841
103.717900668,29.1493307426,0.0,0.0,0.0,0.0,0.0,0.0,1.82263173484
103.74907534,29.1494320353,0.0,0.0,0.0,0.0,0.0,0.0,1.65383975606
103.780250083,29.1495245201,0.0,0.0,0.0,0.0,0.0,0.0,2.37252562841
103.811424891,29.1496081969,0.0,0.0,0.0,0.0,0.0,0.0,2.28617285813
103.842599756,29.1496830656,0.0,0.0,0.0,0.0,0.0,0.0,2.49974534928
103.873774674,29.1497491264,0.0,0.0,0.0,0.0,0.0,0.0,3.04120734199
103.904949636,29.1498063791,0.0,0.0,0.0,0.0,0.0,0.0,2.20124256566
103.936124638,29.1498548237,0.0,0.0,0.0,0.0,0.0,0.0,2.43852859856
103.967299672,29.1498944603,0.0,0.0,0.0,0.0,0.0,0.0,2.51393665726
103.998474731,29.1499252887,0.0,0.0,0.0,0.0,0.0,0.0,2.28986178554
104.02964981,29.149947309,0.0,0.0,0.0,0.0,0.0,0.0,5.24912716375
104.060824902,29.1499605212,0.0,0.0,0.0,0.0,0.0,0.0,2.60355361001
104.092,29.1499649253,0.0,0.0,0.0,0.0,0.0,0.0,2.51115180633
104.123175098,29.1499605212,0.0,0.0,0.0,0.0,0.0,0.0,4.35008969429
104.15435019,29.149947309,0.0,0.0,0.0,0.0,0.0,0.0,4.58630067961
104.185525269,29.1499252887,0.0,0.0,0.0,0.0,0.0,0.0,3.19230613827
104.216700328,29.1498944603,0.0,0.0,0.0,0.0,0.0,0.0,3.57479806663
104.247875362,29.1498548237,0.0,0.0,0.0,0.0,0.0,0.0,3.32569610576
104.279050364,29.1498063791,0.0,0.0,0.0,0.0,0.0,0.0,3.83060554901
104.310225326,29.1497491264,0.0,0.0,0.0,0.0,0.0,0.0,3.3963270285
104.341400244,29.1496830656,0.0,0.0,0.0,0.0,0.0,0.0,2.43682515077
104.372575109,29.1496081969,0.0,0.0,0.0,0.0,0.0,0.0,3.58839439953
104.403749917,29.1495245201,0.0,0.0,0.0,0.0,0.0,0.0,3.7196663884
104.43492466,29.1494320353,0.0,0.0,0.0,0.0,0.0,0.0,3.20150648872
104.466099332,29.1493307426,0.0,0.0,0.0,0.0,0.0,0.0,3.60917856692
104.497273926,29.149220642,0.0,0.0,0.0,0.0,0.0,0.0,3.28913625456
104.528448437,29.1491017336,0.0,0.0,0.0,0.0,0.0,0.0,5.26189470082
104.559622857,29.1489740173,0.0,0.0,0.0,0.0,0.0,0.0,4.28224911941
104.59079718,29.1488374933,0.0,0.0,0.0,0.0,0.0,0.0,5.06671256083
104.6219714,29.1486921615,0.0,0.0,0.0,0.0,0.0,0.0,5.06671256083
104.65314551,29.1485380221,0.0,0.0,0.0,0.0,0.0,0.0,5.26189470082
104.684319504,29.148375075,0.0,0.0,0.0,0.0,0.0,0.0,4.66597361006
104.715493375,29.1482033204,0.0,0.0,0.0,0.0,0.0,0.0,4.07005251931
104.746667117,29.1480227583,0.0,0.0,0.0,0.0,0.0,0.0,5.52659598505
104.777840723,29.1478333888,0.0,0.0,0.0,0.0,0.0,0.0,7.51614920627
104.809014188,29.1476352119,0.0,0.0,0.0,0.0,0.0,0.0,7.51614920627
104.840187503,29.1474282278,0.0,0.0,0.0,0.0,0.0,0.0,6.66494668766
104.871360664,29.1472124364,0.0,0.0,0.0,0.0,0.0,0.0,6.13947719288
104.902533663,29.1469878379,0.0,0.0,0.0,0.0,0.0,0.0,6.70171987514
104.933706495,29.1467544323,0.0,0.0,0.0,0.0,0.0,0.0,6.43777548342
104.964879152,29.1465122197,0.0,0.0,0.0,0.0,0.0,0.0,4.47079703943
104.996051628,29.1462612003,0.0,0.0,0.0,0.0,0.0,0.0,6.01485265139
105.027223917,29.1460013741,0.0,0.0,0.0,0.0,0.0,0.0,6.90561569472
105.058396012,29.1457327412,0.0,0.0,0.0,0.0,0.0,0.0,6.40198111072
105.089567907,29.1454553017,0.0,0.0,0.0,0.0,0.0,0.0,6.90561569472
105.120739595,29.1451690557,0.0,0.0,0.0,0.0,0.0,0.0,6.90561569472
105.15191107,29.1448740033,0.0,0.0,0.0,0.0,0.0,0.0,6.90561569472
105.183082326,29.1445701446,0.0,0.0,0.0,0.0,0.0,0.0,6.90561569472
105.214253356,29.1442574797,0.0,0.0,0.0,0.0,0.0,0.0,6.90561569472
105.245424153,29.1439360088,0.0,0.0,0.0,0.0,0.0,0.0,2.75331853465
105.276594711,29.1436057319,0.0,0.0,0.0,0.0,0.0,0.0,5.26487924351
105.307765024,29.1432666492,0.0,0.0,0.0,0.0,0.0,0.0,7.7563833646
105.338935085,29.1429187608,0.0,0.0,0.0,0.0,0.0,0.0,4.80449313279
105.370104888,29.1425620668,0.0,0.0,0.0,0.0,0.0,0.0,3.74125350306
105.401274426,29.1421965673,0.0,0.0,0.0,0.0,0.0,0.0,5.42893697476
105.432443693,29.1418222625,0.0,0.0,0.0,0.0,0.0,0.0,7.7563833646
105.463612682,29.1414391525,0.0,0.0,0.0,0.0,0.0,0.0,7.7563833646
105.494781388,29.1410472375,0.0,0.0,0.0,0.0,0.0,0.0,7.43492149745
105.525949802,29.1406465176,0.0,0.0,0.0,0.0,0.0,0.0,6.69895747573
105.55711792,29.1402369929,0.0,0.0,0.0,0.0,0.0,0.0,6.62859328287
105.588285734,29.1398186637,0.0,0.0,0.0,0.0,0.0,0.0,6.78971079969
102.595232598,29.167182245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.626410443,29.167600731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.657588591,29.1680104091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.688767036,29.1684112792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.719945772,29.168803341,0.0,0.0,0.0,0.0,0.0,0.0,0.671815668861
102.751124793,29.1691865945,0.0,0.0,0.0,0.0,0.0,0.0,0.054763709832
102.782304091,29.1695610395,0.0,0.0,0.0,0.0,0.0,0.0,0.298097933749
102.813483661,29.1699266758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.844663496,29.1702835035,0.0,0.0,0.0,0.0,0.0,0.0,1.10611828563
102.87584359,29.1706315222,0.0,0.0,0.0,0.0,0.0,0.0,0.188726360453
102.907023935,29.1709707319,0.0,0.0,0.0,0.0,0.0,0.0,0.298097933749
102.938204526,29.1713011325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.969385356,29.1716227239,0.0,0.0,0.0,0.0,0.0,0.0,0.996746712331
103.000566419,29.1719355059,0.0,0.0,0.0,0.0,0.0,0.0,0.505358686938
103.031747708,29.1722394784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.062929217,29.1725346414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.094110939,29.1728209946,0.0,0.0,0.0,0.0,0.0,0.0,1.02342302335
103.125292868,29.173098538,0.0,0.0,0.0,0.0,0.0,0.0,1.12309261934
103.156474997,29.1733672716,0.0,0.0,0.0,0.0,0.0,0.0,0.128259853216
103.187657321,29.1736271951,0.0,0.0,0.0,0.0,0.0,0.0,0.191597171195
103.218839832,29.1738783086,0.0,0.0,0.0,0.0,0.0,0.0,0.399775264136
103.250022523,29.1741206118,0.0,0.0,0.0,0.0,0.0,0.0,1.98860988425
103.28120539,29.1743541049,0.0,0.0,0.0,0.0,0.0,0.0,0.0867691795712
103.312388424,29.1745787875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.34357162,29.1747946597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.374754971,29.1750017214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.405938471,29.1751999726,0.0,0.0,0.0,0.0,0.0,0.0,0.046162700032
103.437122113,29.175389413,0.0,0.0,0.0,0.0,0.0,0.0,0.108851832192
